的	1614
我	1002
么	802
一	655
下	599
是	548
怎	512
查	427
。	392
天	363
给	360
有	319
？	316
到	314
什	313
吗	312
做	299
电	293
个	288
1	288
上	270
帮	265
看	263
想	238
今	235
发	235
哪	221
打	221
新	213
不	205
道	202
号	195
车	192
合	190
安	182
开	178
能	177
你	171
说	167
要	164
中	164
放	160
首	156
省	155
多	153
少	153
，	153
件	153
肥	153
听	149
会	146
在	141
了	140
大	140
调	137
话	136
来	136
影	133
徽	133
票	133
播	132
信	131
搜	130
市	129
行	126
小	126
这	124
羞	122
句	119
姓	118
语	115
日	115
国	115
可	115
邮	114
询	112
历	111
南	111
以	111
价	110
些	109
知	107
生	106
闻	106
明	106
三	105
梦	105
事	104
用	104
火	103
5	103
月	103
声	102
9	102
4	102
年	101
海	101
码	97
股	97
找	96
京	96
油	95
家	93
造	93
视	93
去	92
人	92
叫	91
频	88
啊	88
0	88
州	87
诗	87
2	86
好	86
子	85
里	85
北	83
词	83
限	82
史	81
吧	81
最	81
城	81
空	79
情	75
短	74
索	74
高	73
肉	71
法	71
写	71
铁	71
百	71
歌	71
把	70
息	70
解	69
江	69
航	69
成	68
二	68
学	66
为	65
点	65
台	65
8	65
呢	64
英	64
节	63
拳	62
飞	62
几	62
关	61
字	61
样	61
鱼	60
时	60
从	59
儿	59
晚	59
广	58
机	58
班	58
如	58
灯	57
乐	56
换	56
斤	56
尾	55
联	55
目	54
卫	52
告	52
烧	52
张	51
汽	51
克	51
网	50
回	50
意	50
红	50
建	50
3	49
五	49
千	49
万	48
李	48
风	48
那	48
请	48
于	48
周	48
西	47
没	47
静	47
山	46
阳	46
果	45
鸡	45
讲	44
相	44
文	44
湖	44
名	43
系	43
诉	43
释	42
动	42
思	41
条	41
6	41
出	41
度	40
音	40
东	40
无	40
封	39
部	39
整	39
适	39
蛇	39
替	39
间	39
现	39
品	38
路	38
四	38
背	38
讯	38
走	37
吃	37
赛	37
分	37
剧	37
直	36
豆	36
老	36
排	36
炒	36
王	36
公	36
谜	36
画	35
八	35
化	35
石	34
童	34
面	34
白	33
定	33
钟	33
科	33
7	33
兴	32
内	32
啥	32
经	32
六	32
所	31
美	31
热	31
昨	31
治	31
爱	30
地	30
第	30
菜	30
唐	30
转	29
汉	29
设	29
气	29
映	29
都	29
笔	29
钱	29
复	28
何	28
门	28
蛋	28
方	28
比	27
手	27
武	27
苏	27
骨	26
青	26
哦	25
容	25
近	25
麻	25
读	25
头	25
长	25
超	25
闹	25
包	25
懒	24
惰	24
星	24
饭	24
见	24
古	23
温	23
重	23
十	23
春	23
德	23
陈	23
和	23
集	23
磅	23
曲	23
雀	23
办	22
院	22
清	22
收	22
九	22
C	22
位	22
表	22
因	21
宁	21
达	21
香	21
午	21
等	21
翻	21
猪	21
评	21
黄	21
站	20
式	20
后	20
性	20
期	20
狗	20
辖	20
花	20
水	20
q	20
译	20
七	20
份	20
置	19
模	19
土	19
汤	19
丝	19
煮	19
将	19
通	19
酸	19
规	19
云	19
产	19
区	19
吨	19
两	19
算	19
庆	19
华	19
该	18
金	18
前	18
光	18
幺	18
龙	18
演	18
单	18
线	18
就	18
！	18
米	18
早	18
央	18
牌	18
自	18
奖	17
牛	17
烦	17
问	17
候	17
宝	17
起	17
鸦	17
妈	17
代	17
氏	17
呀	17
疗	17
济	16
昌	16
主	16
马	16
沙	16
房	16
预	16
猜	16
赵	16
送	16
室	15
杭	15
之	15
着	15
总	15
作	15
夜	15
当	15
本	15
深	15
腼	15
腆	15
园	15
盘	15
V	15
虎	15
导	15
速	15
全	15
制	15
楼	15
理	15
功	15
冷	15
己	15
锅	14
得	14
段	14
再	14
还	14
雨	14
圳	14
游	14
林	14
则	14
银	14
福	14
共	14
T	14
”	14
“	14
过	14
结	14
军	14
街	14
答	14
丽	13
球	13
扫	13
厅	13
湿	13
需	13
易	13
涨	13
跌	13
哈	13
记	13
只	13
口	13
太	13
神	13
吉	13
场	13
物	13
数	13
零	13
启	13
浏	13
览	13
属	13
进	13
片	13
列	13
搬	12
指	12
载	12
宜	12
干	12
注	12
河	12
婆	12
蒸	12
绍	12
差	12
特	12
源	12
强	12
芜	12
业	12
喜	12
c	12
郑	11
恒	11
心	11
猫	11
波	11
刘	11
跳	11
报	11
岳	11
原	11
箱	11
爸	11
浙	11
卖	11
诵	11
应	11
搞	11
尔	11
徐	11
吴	11
a	11
闭	11
体	11
艺	11
黑	11
消	11
况	11
糖	11
软	11
玩	10
象	10
坐	10
羊	10
姐	10
买	10
厦	10
辣	10
唱	10
利	10
.	10
锡	10
杨	10
幻	10
毛	10
示	10
呼	10
居	10
布	10
朗	10
宋	10
醋	10
民	10
色	9
客	9
娱	9
征	9
兆	9
甲	9
祖	9
沈	9
书	9
加	9
页	9
佳	9
贵	9
工	9
志	9
雪	9
鹏	9
世	9
鸟	9
器	9
斯	9
感	9
流	9
程	9
彩	9
泽	9
念	9
腐	9
熊	9
费	9
女	9
u	9
鸭	9
让	9
昆	9
炎	9
外	9
对	9
卧	8
界	8
除	8
始	8
传	8
峰	8
炖	8
连	8
摆	8
未	8
威	8
粉	8
拐	8
司	8
秋	8
偏	8
-	8
满	8
格	8
交	8
哥	8
虾	8
透	8
技	8
亚	8
半	8
入	8
丹	8
晓	8
茄	8
粤	8
变	8
带	7
活	7
才	7
底	7
假	7
夏	7
鼠	7
正	7
寻	7
他	7
推	7
师	7
杰	7
亮	7
酒	7
鬼	7
镇	7
贝	7
柿	7
景	7
翅	7
瓜	7
编	7
晨	7
洛	7
饕	7
校	7
阿	7
教	7
凉	7
商	7
皮	7
玉	7
睡	7
较	7
切	7
育	7
庄	7
郭	7
港	7
雅	7
免	7
浪	7
健	7
介	7
兰	7
伦	7
保	7
状	7
态	7
升	7
官	7
爆	7
病	7
农	7
很	7
选	7
烤	7
们	7
套	7
足	7
团	7
境	7
步	6
眼	6
杀	6
酱	6
酷	6
粥	6
平	6
与	6
寓	6
店	6
漫	6
孩	6
称	6
常	6
追	6
#	6
柯	6
桥	6
料	6
浩	6
案	6
瑞	6
探	6
旅	6
刚	6
录	6
衣	6
咋	6
望	6
综	6
洲	6
途	6
至	6
拉	6
钢	6
资	6
真	6
o	6
纲	6
旁	6
谁	6
叶	6
坏	6
狐	6
囫	6
茶	6
嗯	6
括	6
炸	6
苹	6
奇	6
难	6
板	6
蟹	6
伟	6
笑	6
府	6
魔	6
树	6
兵	6
运	6
随	6
便	6
永	6
梅	6
往	5
良	5
而	5
抽	5
s	5
k	5
荐	5
死	5
队	5
被	5
落	5
咨	5
药	5
同	5
激	5
忐	5
佩	5
胃	5
别	5
聊	5
玄	5
县	5
雷	5
川	5
洗	5
材	5
奥	5
脑	5
餮	5
摩	5
订	5
然	5
停	5
求	5
博	5
萝	5
政	5
其	5
番	5
绝	5
喂	5
田	5
凤	5
移	5
觉	5
卡	5
止	5
篇	5
立	5
男	5
饼	5
爷	5
夫	5
肠	5
紫	5
拌	5
图	5
伤	5
种	5
又	5
m	5
婷	5
季	5
约	5
冰	5
警	5
杜	5
谢	5
潍	4
坊	4
双	4
接	4
且	4
跑	4
棋	4
言	4
妹	4
狼	4
财	4
鹿	4
宾	4
恐	4
幅	4
i	4
简	4
余	4
诚	4
医	4
莞	4
左	4
右	4
露	4
形	4
咖	4
B	4
乳	4
脚	4
赶	4
更	4
曼	4
桂	4
薯	4
瓷	4
侠	4
宏	4
腾	4
掉	4
丸	4
沿	4
康	4
微	4
胡	4
卜	4
阜	4
e	4
珠	4
呃	4
她	4
登	4
漂	4
咏	4
莫	4
臭	4
每	4
许	4
祭	4
巴	4
麦	4
慕	4
边	4
弟	4
凹	4
冒	4
培	4
刻	4
储	4
嫁	4
娶	4
向	4
归	4
忌	4
讳	4
档	4
战	4
块	4
凰	4
煲	4
淮	4
秀	4
潘	4
狮	4
顺	4
嘎	4
餐	4
组	4
库	4
力	4
柴	4
离	4
琳	4
但	4
